measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Latin America and Caribbean,Both,40-44 years,HIV/AIDS,Rate,2019,24.11768253,31.44839249,15.49463166
Incidence,Latin America and Caribbean,Both,45-49 years,HIV/AIDS,Rate,2019,17.14291443,27.61513836,8.777230098
Incidence,Latin America and Caribbean,Both,50-54 years,HIV/AIDS,Rate,2019,16.133256,24.62381188,8.204353801
Incidence,Latin America and Caribbean,Both,55-59 years,HIV/AIDS,Rate,2019,27.7000996,45.54697941,10.69427738
Incidence,Latin America and Caribbean,Both,60-64 years,HIV/AIDS,Rate,2019,26.19076218,39.37910545,12.49151263
Incidence,Latin America and Caribbean,Both,65-69 years,HIV/AIDS,Rate,2019,19.88826165,29.57638681,10.3250435
Incidence,Latin America and Caribbean,Both,70-74 years,HIV/AIDS,Rate,2019,5.485539236,8.203622678,2.969295133
Incidence,Latin America and Caribbean,Both,75-79 years,HIV/AIDS,Rate,2019,4.743078853,7.533308402,2.22727068
Incidence,Latin America and Caribbean,Both,80+ years,HIV/AIDS,Rate,2019,0,0,0
Incidence,Latin America and Caribbean,Both,<1 year,HIV/AIDS,Rate,2019,40.13258651,66.69288406,29.73457242
Incidence,High-income,Both,1-4 years,Meningitis,Rate,2019,24.38399311,36.94058609,15.87155661
Incidence,High-income,Both,5-9 years,Meningitis,Rate,2019,15.09182657,25.94628357,7.820275265
Incidence,High-income,Both,10-14 years,Meningitis,Rate,2019,9.393439588,15.81598079,4.699813721
Incidence,High-income,Both,15-19 years,Meningitis,Rate,2019,8.32512441,14.81306602,4.465176572
Incidence,High-income,Both,20-24 years,Meningitis,Rate,2019,8.788050858,16.88490277,4.242698856
Incidence,High-income,Both,25-29 years,Meningitis,Rate,2019,9.184535063,14.66223161,5.218930118
Incidence,High-income,Both,30-34 years,Meningitis,Rate,2019,8.950574834,14.6463323,5.091182977
Incidence,High-income,Both,35-39 years,Meningitis,Rate,2019,7.251628564,12.4856084,4.091847039
Incidence,High-income,Both,40-44 years,Meningitis,Rate,2019,6.171036764,10.20848809,3.333391458
Incidence,High-income,Both,45-49 years,Meningitis,Rate,2019,5.862927091,9.721942537,3.1274596
Incidence,High-income,Both,50-54 years,Meningitis,Rate,2019,5.593359159,9.309448096,3.308544061
Incidence,High-income,Both,55-59 years,Meningitis,Rate,2019,5.244087762,8.857011643,2.85598007
Incidence,High-income,Both,60-64 years,Meningitis,Rate,2019,5.285235385,8.573219311,3.016334138
Incidence,High-income,Both,65-69 years,Meningitis,Rate,2019,5.449752601,8.63262187,3.266534998
Incidence,High-income,Both,70-74 years,Meningitis,Rate,2019,5.732381567,9.00867834,3.608387391
Incidence,High-income,Both,75-79 years,Meningitis,Rate,2019,6.089203671,9.591037662,3.553347439
Incidence,High-income,Both,80+ years,Meningitis,Rate,2019,7.97190161,10.89262915,5.683185923
Incidence,High-income,Both,<1 year,Meningitis,Rate,2019,70.28335465,98.98828536,49.29192923
Incidence,High-income,Both,1-4 years,Measles,Rate,2019,25.506391,26.02378062,25.09990969
Incidence,High-income,Both,5-9 years,Measles,Rate,2019,3.339192125,3.40518797,3.288569505
Incidence,High-income,Both,10-14 years,Measles,Rate,2019,0.884665098,0.902039647,0.87142375
Incidence,High-income,Both,15-19 years,Measles,Rate,2019,0.317291215,0.323546884,0.312655404
Incidence,High-income,Both,20-24 years,Measles,Rate,2019,0.171705703,0.175129028,0.169049461
Incidence,High-income,Both,25-29 years,Measles,Rate,2019,0.097909106,0.099890689,0.096344715
Incidence,High-income,Both,30-34 years,Measles,Rate,2019,0.070070039,0.071431797,0.068997687
Incidence,High-income,Both,35-39 years,Measles,Rate,2019,0.050243408,0.051163271,0.049488306
Incidence,High-income,Both,40-44 years,Measles,Rate,2019,0.041646858,0.042372622,0.041038587
Incidence,High-income,Both,45-49 years,Measles,Rate,2019,0.034572525,0.035168471,0.034046576
Incidence,High-income,Both,50-54 years,Measles,Rate,2019,0.031056508,0.031686371,0.030545885
Incidence,High-income,Both,55-59 years,Measles,Rate,2019,0.034780374,0.035460659,0.03422166
Incidence,High-income,Both,60-64 years,Measles,Rate,2019,0,0,0
Incidence,High-income,Both,65-69 years,Measles,Rate,2019,0,0,0
Incidence,High-income,Both,70-74 years,Measles,Rate,2019,0,0,0
Incidence,High-income,Both,75-79 years,Measles,Rate,2019,0,0,0
Incidence,High-income,Both,80+ years,Measles,Rate,2019,0,0,0
Incidence,High-income,Both,<1 year,Measles,Rate,2019,37.51539039,38.27526265,36.92424434
Incidence,North Africa and Middle East,Both,1-4 years,Tuberculosis,Rate,2019,6.68967491,9.691395275,4.573915141
Incidence,North Africa and Middle East,Both,5-9 years,Tuberculosis,Rate,2019,7.780564336,11.53694861,4.954693335
Incidence,North Africa and Middle East,Both,10-14 years,Tuberculosis,Rate,2019,13.17528632,19.76369685,7.914960008
Incidence,North Africa and Middle East,Both,15-19 years,Tuberculosis,Rate,2019,25.12884886,38.23895659,15.28280988
Incidence,North Africa and Middle East,Both,20-24 years,Tuberculosis,Rate,2019,33.10836796,50.31287942,20.42738717
Incidence,North Africa and Middle East,Both,25-29 years,Tuberculosis,Rate,2019,32.30363693,49.22239791,20.15090144
Incidence,North Africa and Middle East,Both,30-34 years,Tuberculosis,Rate,2019,31.54478403,47.65688918,19.18666662
Incidence,North Africa and Middle East,Both,35-39 years,Tuberculosis,Rate,2019,26.59388744,40.67579696,15.99702801
Incidence,North Africa and Middle East,Both,40-44 years,Tuberculosis,Rate,2019,28.44373791,42.33076303,17.47077682
Incidence,North Africa and Middle East,Both,45-49 years,Tuberculosis,Rate,2019,29.53899196,44.34571415,18.30270215
Incidence,North Africa and Middle East,Both,50-54 years,Tuberculosis,Rate,2019,30.28459684,46.88488775,18.47339825
Incidence,North Africa and Middle East,Both,55-59 years,Tuberculosis,Rate,2019,34.08644708,50.26510782,21.75408858
Incidence,North Africa and Middle East,Both,60-64 years,Tuberculosis,Rate,2019,37.4854364,55.65348867,23.23665538
Incidence,North Africa and Middle East,Both,65-69 years,Tuberculosis,Rate,2019,47.22763089,69.49230941,30.11382864
Incidence,North Africa and Middle East,Both,70-74 years,Tuberculosis,Rate,2019,46.55411967,64.58517041,30.19537348
Incidence,North Africa and Middle East,Both,75-79 years,Tuberculosis,Rate,2019,47.46621674,66.80235453,32.43522808
Incidence,North Africa and Middle East,Both,80+ years,Tuberculosis,Rate,2019,68.94170547,88.61102423,54.22609472
Incidence,North Africa and Middle East,Both,<1 year,Tuberculosis,Rate,2019,6.982524146,9.449615388,5.011610486
Incidence,North Africa and Middle East,Both,1-4 years,HIV/AIDS,Rate,2019,0.011988853,0.015815283,0.001868808
Incidence,North Africa and Middle East,Both,5-9 years,HIV/AIDS,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,10-14 years,HIV/AIDS,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,15-19 years,HIV/AIDS,Rate,2019,4.876895084,14.07721749,1.717979046
Incidence,North Africa and Middle East,Both,20-24 years,HIV/AIDS,Rate,2019,4.499545328,12.83860271,1.635193075
Incidence,North Africa and Middle East,Both,25-29 years,HIV/AIDS,Rate,2019,8.423322645,26.26101477,2.601276623
Incidence,North Africa and Middle East,Both,30-34 years,HIV/AIDS,Rate,2019,7.693806865,22.64862926,2.76500924
Incidence,North Africa and Middle East,Both,35-39 years,HIV/AIDS,Rate,2019,7.094135881,20.11935936,2.805156656
Incidence,North Africa and Middle East,Both,40-44 years,HIV/AIDS,Rate,2019,5.155574451,12.85143363,2.049937957
Incidence,North Africa and Middle East,Both,45-49 years,HIV/AIDS,Rate,2019,4.069020655,11.4400995,1.497045689
Incidence,North Africa and Middle East,Both,50-54 years,HIV/AIDS,Rate,2019,2.886180071,7.731403793,1.066333447
Incidence,North Africa and Middle East,Both,55-59 years,HIV/AIDS,Rate,2019,3.114064608,8.165608753,1.19957698
Incidence,North Africa and Middle East,Both,60-64 years,HIV/AIDS,Rate,2019,3.756592874,9.705582363,1.593075556
Incidence,North Africa and Middle East,Both,65-69 years,HIV/AIDS,Rate,2019,3.548300235,11.01318944,1.186918603
Incidence,North Africa and Middle East,Both,70-74 years,HIV/AIDS,Rate,2019,1.455910377,5.706461434,0.351489794
Incidence,North Africa and Middle East,Both,75-79 years,HIV/AIDS,Rate,2019,1.202056803,3.087544507,0.400352535
Incidence,North Africa and Middle East,Both,80+ years,HIV/AIDS,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,<1 year,HIV/AIDS,Rate,2019,8.577736113,31.74965422,3.129790964
Incidence,Latin America and Caribbean,Both,1-4 years,Meningitis,Rate,2019,33.82157694,50.56579704,22.63495568
Incidence,Latin America and Caribbean,Both,5-9 years,Meningitis,Rate,2019,19.41805295,32.36566545,10.94180254
Incidence,Latin America and Caribbean,Both,10-14 years,Meningitis,Rate,2019,13.51967154,21.93807641,7.196401569
Incidence,Latin America and Caribbean,Both,15-19 years,Meningitis,Rate,2019,12.25551758,21.20475821,6.885436887
Incidence,Latin America and Caribbean,Both,20-24 years,Meningitis,Rate,2019,13.34728727,24.87562621,6.681030695
Incidence,Latin America and Caribbean,Both,25-29 years,Meningitis,Rate,2019,14.36626122,22.46796234,8.35608442
Incidence,Latin America and Caribbean,Both,30-34 years,Meningitis,Rate,2019,14.83781196,23.30164111,8.727432389
Incidence,Latin America and Caribbean,Both,35-39 years,Meningitis,Rate,2019,12.46255893,21.17109171,7.34900977
Incidence,Latin America and Caribbean,Both,40-44 years,Meningitis,Rate,2019,10.74983506,17.31754598,6.195492369
Incidence,Latin America and Caribbean,Both,45-49 years,Meningitis,Rate,2019,10.13748848,15.99156601,5.891582245
Incidence,Latin America and Caribbean,Both,50-54 years,Meningitis,Rate,2019,9.909367832,15.98297109,6.110211572
Incidence,Latin America and Caribbean,Both,55-59 years,Meningitis,Rate,2019,9.252533168,15.26675782,5.303372706
Incidence,Latin America and Caribbean,Both,60-64 years,Meningitis,Rate,2019,8.986135844,14.19101976,5.362198911
Incidence,Latin America and Caribbean,Both,65-69 years,Meningitis,Rate,2019,8.830289034,13.18141776,5.27184242
Incidence,Latin America and Caribbean,Both,70-74 years,Meningitis,Rate,2019,9.021438257,13.55324355,5.848428423
Incidence,Latin America and Caribbean,Both,75-79 years,Meningitis,Rate,2019,9.781890758,15.2022975,5.868235122
Incidence,Latin America and Caribbean,Both,80+ years,Meningitis,Rate,2019,14.74540771,19.66758175,10.73763438
Incidence,Latin America and Caribbean,Both,<1 year,Meningitis,Rate,2019,125.2955368,170.4884265,89.46684078
Incidence,Latin America and Caribbean,Both,1-4 years,Measles,Rate,2019,24.29862039,25.20956104,23.7106142
Incidence,Latin America and Caribbean,Both,5-9 years,Measles,Rate,2019,3.211554783,3.341661343,3.130326779
Incidence,Latin America and Caribbean,Both,10-14 years,Measles,Rate,2019,0.880537667,0.918320474,0.85674792
Incidence,Latin America and Caribbean,Both,15-19 years,Measles,Rate,2019,0.318806369,0.332532084,0.310270261
Incidence,Latin America and Caribbean,Both,20-24 years,Measles,Rate,2019,0.183371952,0.190983535,0.17857449
Incidence,Latin America and Caribbean,Both,25-29 years,Measles,Rate,2019,0.107800252,0.112770427,0.104746384
Incidence,Latin America and Caribbean,Both,30-34 years,Measles,Rate,2019,0.080728802,0.084954339,0.078246383
Incidence,Latin America and Caribbean,Both,35-39 years,Measles,Rate,2019,0.059488549,0.063042197,0.057463381
Incidence,Latin America and Caribbean,Both,40-44 years,Measles,Rate,2019,0.047102336,0.050408978,0.045302049
Incidence,Latin America and Caribbean,Both,45-49 years,Measles,Rate,2019,0.037528321,0.040673515,0.035896065
Incidence,Latin America and Caribbean,Both,50-54 years,Measles,Rate,2019,0.034319031,0.037532072,0.032633724
Incidence,Latin America and Caribbean,Both,55-59 years,Measles,Rate,2019,0.040129394,0.044444568,0.037893306
Incidence,Latin America and Caribbean,Both,60-64 years,Measles,Rate,2019,0,0,0
Incidence,Latin America and Caribbean,Both,65-69 years,Measles,Rate,2019,0,0,0
Incidence,Latin America and Caribbean,Both,70-74 years,Measles,Rate,2019,0,0,0
Incidence,Latin America and Caribbean,Both,75-79 years,Measles,Rate,2019,0,0,0
Incidence,Latin America and Caribbean,Both,80+ years,Measles,Rate,2019,0,0,0
Incidence,Latin America and Caribbean,Both,<1 year,Measles,Rate,2019,35.45017519,36.74521561,34.60025822
Incidence,North Africa and Middle East,Both,1-4 years,Meningitis,Rate,2019,50.58270499,75.5653596,34.35525255
Incidence,North Africa and Middle East,Both,5-9 years,Meningitis,Rate,2019,23.56107823,38.98866932,13.35611232
Incidence,North Africa and Middle East,Both,10-14 years,Meningitis,Rate,2019,13.21916147,21.27633744,7.027506275
Incidence,North Africa and Middle East,Both,15-19 years,Meningitis,Rate,2019,11.08444366,18.74039665,6.428598185
Incidence,North Africa and Middle East,Both,20-24 years,Meningitis,Rate,2019,11.85474869,21.02889617,6.598616307
Incidence,North Africa and Middle East,Both,25-29 years,Meningitis,Rate,2019,13.27211789,20.28768745,8.283080581
Incidence,North Africa and Middle East,Both,30-34 years,Meningitis,Rate,2019,12.62698574,19.44046141,7.853648577
Incidence,North Africa and Middle East,Both,35-39 years,Meningitis,Rate,2019,10.36819607,16.96099833,6.288862339
Incidence,North Africa and Middle East,Both,40-44 years,Meningitis,Rate,2019,9.394284021,15.00537697,5.636569901
Incidence,North Africa and Middle East,Both,45-49 years,Meningitis,Rate,2019,10.41487809,16.50595478,6.096675128
Incidence,North Africa and Middle East,Both,50-54 years,Meningitis,Rate,2019,11.56362752,17.90188423,7.500092549
Incidence,North Africa and Middle East,Both,55-59 years,Meningitis,Rate,2019,12.37510818,20.93540803,6.815711651
Incidence,North Africa and Middle East,Both,60-64 years,Meningitis,Rate,2019,15.59942889,23.00529091,9.725963313
Incidence,North Africa and Middle East,Both,65-69 years,Meningitis,Rate,2019,21.2139784,32.07423628,12.80655718
Incidence,North Africa and Middle East,Both,70-74 years,Meningitis,Rate,2019,29.72503876,41.07223922,20.9046734
Incidence,North Africa and Middle East,Both,75-79 years,Meningitis,Rate,2019,41.93923715,62.9396838,26.09519293
Incidence,North Africa and Middle East,Both,80+ years,Meningitis,Rate,2019,72.06523852,92.78645615,54.47568005
Incidence,North Africa and Middle East,Both,<1 year,Meningitis,Rate,2019,206.5040117,285.3386248,148.9785656
Incidence,North Africa and Middle East,Both,1-4 years,Measles,Rate,2019,1385.023883,2994.414968,482.0301404
Incidence,North Africa and Middle East,Both,5-9 years,Measles,Rate,2019,180.4758794,390.3389884,63.00965748
Incidence,North Africa and Middle East,Both,10-14 years,Measles,Rate,2019,49.75516285,107.2603312,17.43492174
Incidence,North Africa and Middle East,Both,15-19 years,Measles,Rate,2019,18.65608561,40.07755679,6.555539602
Incidence,North Africa and Middle East,Both,20-24 years,Measles,Rate,2019,10.36313689,22.18382315,3.650799342
Incidence,North Africa and Middle East,Both,25-29 years,Measles,Rate,2019,5.946218803,12.86215374,2.107066192
Incidence,North Africa and Middle East,Both,30-34 years,Measles,Rate,2019,3.954209733,8.681099221,1.410245932
Incidence,North Africa and Middle East,Both,35-39 years,Measles,Rate,2019,2.763486929,6.076140536,0.984795105
Incidence,North Africa and Middle East,Both,40-44 years,Measles,Rate,2019,2.286434013,5.024619607,0.815579692
Incidence,North Africa and Middle East,Both,45-49 years,Measles,Rate,2019,1.927640887,4.242696022,0.685911275
Incidence,North Africa and Middle East,Both,50-54 years,Measles,Rate,2019,1.764179319,3.869767498,0.628841478
Incidence,North Africa and Middle East,Both,55-59 years,Measles,Rate,2019,2.107641635,4.606510358,0.752505169
Incidence,North Africa and Middle East,Both,60-64 years,Measles,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,65-69 years,Measles,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,70-74 years,Measles,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,75-79 years,Measles,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,80+ years,Measles,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,<1 year,Measles,Rate,2019,2049.847243,4426.664678,712.0415964
Incidence,North Africa and Middle East,Both,1-4 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,5-9 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,10-14 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,15-19 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,20-24 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,25-29 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,30-34 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,35-39 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,40-44 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,45-49 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,50-54 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,55-59 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,60-64 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,65-69 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,70-74 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,75-79 years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,80+ years,Ebola,Rate,2019,0,0,0
Incidence,North Africa and Middle East,Both,<1 year,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,1-4 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,5-9 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,10-14 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,15-19 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,20-24 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,25-29 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,30-34 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,35-39 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,40-44 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,45-49 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,50-54 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,55-59 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,60-64 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,65-69 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,70-74 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,75-79 years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,80+ years,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,<1 year,Ebola,Rate,2019,0,0,0
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,1-4 years,Measles,Rate,2019,38.04967847,81.86271199,13.50588598
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,5-9 years,Measles,Rate,2019,5.074455208,10.92024395,1.801768705
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,10-14 years,Measles,Rate,2019,1.373356108,2.953522107,0.487450787
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,15-19 years,Measles,Rate,2019,0.491283668,1.053275386,0.174367066
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,20-24 years,Measles,Rate,2019,0.264782204,0.5657046,0.09397832
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,25-29 years,Measles,Rate,2019,0.13922045,0.295368626,0.049150575
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,30-34 years,Measles,Rate,2019,0.091937415,0.196243031,0.032191781
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,35-39 years,Measles,Rate,2019,0.067653267,0.143587402,0.02379681
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,40-44 years,Measles,Rate,2019,0.053265405,0.113348071,0.018664059
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,45-49 years,Measles,Rate,2019,0.041248599,0.089365992,0.014333232
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,50-54 years,Measles,Rate,2019,0.035658234,0.078056876,0.012328298
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,55-59 years,Measles,Rate,2019,0.041599284,0.090681287,0.014427608
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,60-64 years,Measles,Rate,2019,0,0,0
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,65-69 years,Measles,Rate,2019,0,0,0
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,70-74 years,Measles,Rate,2019,0,0,0
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,75-79 years,Measles,Rate,2019,0,0,0
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,80+ years,Measles,Rate,2019,0,0,0
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,<1 year,Measles,Rate,2019,57.70969793,124.4140558,20.47047196
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,1-4 years,Meningitis,Rate,2019,22.97135725,27.65061005,19.15155927
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,5-9 years,Meningitis,Rate,2019,34.79956104,42.24250868,28.74406361
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,10-14 years,Meningitis,Rate,2019,39.38462659,47.27329831,32.8368258
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,15-19 years,Meningitis,Rate,2019,39.88867142,47.55489115,33.70334977
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,20-24 years,Meningitis,Rate,2019,37.90572387,44.82334684,32.21228417
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,25-29 years,Meningitis,Rate,2019,33.42193544,39.33643996,28.43091855
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,30-34 years,Meningitis,Rate,2019,31.20951115,36.65160554,26.48238177
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,35-39 years,Meningitis,Rate,2019,33.90533825,39.89121925,28.81253961
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,40-44 years,Meningitis,Rate,2019,33.03206151,38.66598077,28.03775381
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,45-49 years,Meningitis,Rate,2019,30.14085641,35.48738559,25.53999935
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,50-54 years,Meningitis,Rate,2019,28.59096455,33.68135618,24.32658954
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,55-59 years,Meningitis,Rate,2019,29.47236601,34.77725717,25.09676585
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,60-64 years,Meningitis,Rate,2019,28.94175616,34.30712576,24.56202377
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,65-69 years,Meningitis,Rate,2019,26.85546059,32.10467546,22.53967579
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,70-74 years,Meningitis,Rate,2019,27.23190543,32.91403097,22.42140141
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,75-79 years,Meningitis,Rate,2019,28.73246166,34.6561175,23.46980734
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,80+ years,Meningitis,Rate,2019,34.00093567,40.62507794,27.14955233
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,<1 year,Meningitis,Rate,2019,12.77674758,16.17724031,10.20804015
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,1-4 years,Tuberculosis,Rate,2019,7877.109638,10383.33078,5882.060488
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,5-9 years,Tuberculosis,Rate,2019,9348.363623,12823.74479,6485.745812
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,10-14 years,Tuberculosis,Rate,2019,17143.62854,22797.22546,11854.07573
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,15-19 years,Tuberculosis,Rate,2019,27320.25549,35204.26431,19854.17511
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,20-24 years,Tuberculosis,Rate,2019,32438.30757,41121.75662,24308.16557
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,25-29 years,Tuberculosis,Rate,2019,33630.95113,42360.63422,25128.75185
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,30-34 years,Tuberculosis,Rate,2019,35648.81139,44607.92173,27026.47895
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,35-39 years,Tuberculosis,Rate,2019,37958.35024,46486.9722,28424.75101
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,40-44 years,Tuberculosis,Rate,2019,39742.10977,48249.1041,30543.5144
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,45-49 years,Tuberculosis,Rate,2019,40219.72818,48976.67962,31439.45631
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,50-54 years,Tuberculosis,Rate,2019,40385.93947,48678.24169,31238.40346
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,55-59 years,Tuberculosis,Rate,2019,40694.56339,49159.69743,31560.85667
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,60-64 years,Tuberculosis,Rate,2019,40064.87806,48538.4388,31740.80177
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,65-69 years,Tuberculosis,Rate,2019,38353.82251,47246.49559,29742.61314
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,70-74 years,Tuberculosis,Rate,2019,37047.65209,44578.67959,28622.32615
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,75-79 years,Tuberculosis,Rate,2019,36259.72288,44665.97056,27901.02364
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,80+ years,Tuberculosis,Rate,2019,36735.57363,43338.51591,31006.84287
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,<1 year,Tuberculosis,Rate,2019,8714.824697,11075.60802,6764.727477
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,1-4 years,HIV/AIDS,Rate,2019,16.97597428,23.6137239,12.63166704
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,5-9 years,HIV/AIDS,Rate,2019,13.26571719,16.79112217,10.4551719
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,10-14 years,HIV/AIDS,Rate,2019,12.31404673,14.88163376,9.629183461
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,15-19 years,HIV/AIDS,Rate,2019,63.23113567,92.67480871,40.62119858
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,20-24 years,HIV/AIDS,Rate,2019,144.349167,211.0579967,96.81021178
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,25-29 years,HIV/AIDS,Rate,2019,180.582181,286.9018386,126.727235
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,30-34 years,HIV/AIDS,Rate,2019,174.8285366,257.4819321,129.1494819
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,35-39 years,HIV/AIDS,Rate,2019,199.9025211,282.0588917,154.4738661
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,40-44 years,HIV/AIDS,Rate,2019,174.0811248,242.4408612,136.5013925
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,45-49 years,HIV/AIDS,Rate,2019,132.2220304,178.6683261,104.2075028
